"Recognition Log: Katherine Chan, Thomas Ruby, Jonathan Zhang // $1 Recognizer // XML Dataset // USER-DEPENDENT RANDOM-1"
User[all-users],GestureType[all-gesture-types],Random Iteration[1to1],#ofTrainingExamples[E],TotalSizeOfTrainingSet[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],CorrectIncorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted[instance-and-score]
2,arrow,1,2,32,"{'triangle06', 'triangle07', 'x01', 'x02', 'rectangle10', 'rectangle01', 'circle08', 'circle07', 'check10', 'check06', 'caret05', 'caret07', 'question_mark09', 'question_mark04', 'arrow08', 'arrow03', 'left_sq_bracket10', 'left_sq_bracket01', 'right_sq_bracket08', 'right_sq_bracket05', 'v05', 'v07', 'delete_mark03', 'delete_mark07', 'left_curly_brace07', 'left_curly_brace10', 'right_curly_brace06', 'right_curly_brace08', 'star06', 'star09', 'pigtail03', 'pigtail08'}",arrow04,arrow,1,0.8543141813476065,arrow03,"[('arrow03', 0.8543141813476065), ('arrow08', 0.7313166940740817), ('left_curly_brace07', 0.6176004759664873), ('x02', 0.6147542433506136), ('x01', 0.6118611128879514), ('triangle06', 0.6007839111220997), ('pigtail03', 0.584027943127808), ('caret07', 0.5833672069528867), ('triangle07', 0.5651666725060515), ('right_sq_bracket05', 0.5605946641841675), ('check06', 0.5597255366581335), ('right_sq_bracket08', 0.5560775007355054), ('rectangle01', 0.5547878308291785), ('check10', 0.5479244366563745), ('left_sq_bracket01', 0.545139015216879), ('caret05', 0.5443590457627772), ('right_curly_brace08', 0.5359488920464268), ('right_curly_brace06', 0.5254249569026845), ('v05', 0.5241835993976751), ('left_sq_bracket10', 0.5204477073373128), ('left_curly_brace10', 0.517763066948663), ('v07', 0.5140425311731667), ('star06', 0.5124797385480373), ('rectangle10', 0.5075296716493707), ('circle07', 0.48038465187719404), ('circle08', 0.4770113927966543), ('star09', 0.4661505000306879), ('pigtail08', 0.46453208649582545), ('delete_mark03', 0.4311675522770313), ('question_mark04', 0.4080180955334639), ('question_mark09', 0.3995660476044035), ('delete_mark07', 0.3989828745370636)]"
2,left_sq_bracket,1,2,32,"{'triangle06', 'triangle07', 'x01', 'x02', 'rectangle10', 'rectangle01', 'circle08', 'circle07', 'check10', 'check06', 'caret05', 'caret07', 'question_mark09', 'question_mark04', 'arrow08', 'arrow03', 'left_sq_bracket10', 'left_sq_bracket01', 'right_sq_bracket08', 'right_sq_bracket05', 'v05', 'v07', 'delete_mark03', 'delete_mark07', 'left_curly_brace07', 'left_curly_brace10', 'right_curly_brace06', 'right_curly_brace08', 'star06', 'star09', 'pigtail03', 'pigtail08'}",left_sq_bracket05,left_sq_bracket,1,0.8879500863169075,left_sq_bracket01,"[('left_sq_bracket01', 0.8879500863169075), ('left_sq_bracket10', 0.8868995967750046), ('left_curly_brace07', 0.7541614854173025), ('check10', 0.7308271149924179), ('rectangle01', 0.7218010084322182), ('circle07', 0.7127558207299367), ('circle08', 0.7062408236657417), ('check06', 0.7015898390087818), ('rectangle10', 0.6892207956059533), ('triangle06', 0.6657064006962634), ('triangle07', 0.6635187582969372), ('v07', 0.6414026879291584), ('v05', 0.6372372595191981), ('left_curly_brace10', 0.6218568820201555), ('question_mark04', 0.5561294438464903), ('x01', 0.5117104762756007), ('x02', 0.5009418121503859), ('right_sq_bracket05', 0.4900777243840634), ('right_sq_bracket08', 0.48553790427755195), ('right_curly_brace06', 0.4844567557714775), ('question_mark09', 0.4776027928686878), ('right_curly_brace08', 0.4734046175405192), ('arrow03', 0.4664397025488398), ('pigtail08', 0.3738181273117188), ('arrow08', 0.3602354176881841), ('caret07', 0.3355205257620367), ('pigtail03', 0.3242757416659102), ('caret05', 0.32128467816484874), ('star06', 0.2897128728625936), ('delete_mark03', 0.27502268660703033), ('star09', 0.27462997424026414), ('delete_mark07', 0.26875303224788405)]"
2,right_sq_bracket,1,2,32,"{'triangle06', 'triangle07', 'x01', 'x02', 'rectangle10', 'rectangle01', 'circle08', 'circle07', 'check10', 'check06', 'caret05', 'caret07', 'question_mark09', 'question_mark04', 'arrow08', 'arrow03', 'left_sq_bracket10', 'left_sq_bracket01', 'right_sq_bracket08', 'right_sq_bracket05', 'v05', 'v07', 'delete_mark03', 'delete_mark07', 'left_curly_brace07', 'left_curly_brace10', 'right_curly_brace06', 'right_curly_brace08', 'star06', 'star09', 'pigtail03', 'pigtail08'}",right_sq_bracket04,right_sq_bracket,1,0.9473980563771571,right_sq_bracket08,"[('right_sq_bracket08', 0.9473980563771571), ('right_sq_bracket05', 0.8917755263757398), ('right_curly_brace06', 0.804126620341352), ('caret07', 0.7712518765660001), ('right_curly_brace08', 0.7592004804207235), ('question_mark04', 0.751991955288632), ('caret05', 0.7163650712258987), ('check06', 0.672689093680774), ('check10', 0.6385179454751562), ('question_mark09', 0.6369718348180695), ('arrow03', 0.6235085913118371), ('left_curly_brace10', 0.6154570342183303), ('arrow08', 0.5979167176115749), ('delete_mark03', 0.5610942946193758), ('delete_mark07', 0.556985339459394), ('left_sq_bracket01', 0.5151651519165927), ('left_curly_brace07', 0.5070481854223943), ('pigtail03', 0.4989213116442429), ('pigtail08', 0.4519704210212394), ('left_sq_bracket10', 0.43830923936795174), ('x02', 0.4117077075473927), ('x01', 0.40871160360919123), ('v07', 0.38448443855383707), ('rectangle01', 0.38329985297599356), ('star06', 0.3830516985051726), ('v05', 0.3591517961183439), ('rectangle10', 0.35798137070862046), ('triangle06', 0.31978032228212305), ('star09', 0.3184647521929781), ('circle07', 0.3095494249986075), ('circle08', 0.2952555831385103), ('triangle07', 0.2856330284006181)]"
2,v,1,2,32,"{'triangle06', 'triangle07', 'x01', 'x02', 'rectangle10', 'rectangle01', 'circle08', 'circle07', 'check10', 'check06', 'caret05', 'caret07', 'question_mark09', 'question_mark04', 'arrow08', 'arrow03', 'left_sq_bracket10', 'left_sq_bracket01', 'right_sq_bracket08', 'right_sq_bracket05', 'v05', 'v07', 'delete_mark03', 'delete_mark07', 'left_curly_brace07', 'left_curly_brace10', 'right_curly_brace06', 'right_curly_brace08', 'star06', 'star09', 'pigtail03', 'pigtail08'}",v09,v,1,0.902457407582904,v05,"[('v05', 0.902457407582904), ('v07', 0.8913516551577462), ('left_curly_brace07', 0.7577477307978304), ('triangle06', 0.7363533004032143), ('rectangle01', 0.7309280600527964), ('rectangle10', 0.7292866885070044), ('left_sq_bracket10', 0.7206708961708489), ('triangle07', 0.7158742074405287), ('left_sq_bracket01', 0.6994102716487525), ('circle07', 0.6907657331870586), ('circle08', 0.6774117552146052), ('check10', 0.5961266614745836), ('left_curly_brace10', 0.5752622504772915), ('check06', 0.5659972022124042), ('pigtail03', 0.5372623185970333), ('x01', 0.5328142038488906), ('x02', 0.526729691539289), ('arrow03', 0.5109625542342651), ('pigtail08', 0.49819009258898717), ('delete_mark07', 0.4725206226545784), ('delete_mark03', 0.466747432349205), ('arrow08', 0.4359570416914128), ('right_curly_brace08', 0.42156515128367145), ('star06', 0.41826954261767535), ('star09', 0.41689561086585447), ('question_mark04', 0.4083690427988965), ('caret05', 0.4039027439688724), ('right_sq_bracket05', 0.3807340696697695), ('right_curly_brace06', 0.38058959472616494), ('question_mark09', 0.36664656427485565), ('caret07', 0.3565259533976538), ('right_sq_bracket08', 0.31268797290189554)]"
2,delete_mark,1,2,32,"{'triangle06', 'triangle07', 'x01', 'x02', 'rectangle10', 'rectangle01', 'circle08', 'circle07', 'check10', 'check06', 'caret05', 'caret07', 'question_mark09', 'question_mark04', 'arrow08', 'arrow03', 'left_sq_bracket10', 'left_sq_bracket01', 'right_sq_bracket08', 'right_sq_bracket05', 'v05', 'v07', 'delete_mark03', 'delete_mark07', 'left_curly_brace07', 'left_curly_brace10', 'right_curly_brace06', 'right_curly_brace08', 'star06', 'star09', 'pigtail03', 'pigtail08'}",delete_mark06,delete_mark,1,0.8703576891665983,delete_mark03,"[('delete_mark03', 0.8703576891665983), ('delete_mark07', 0.8551902024249045), ('caret07', 0.6330853144724985), ('caret05', 0.6214785418053379), ('right_sq_bracket08', 0.6080504992509388), ('right_sq_bracket05', 0.6012389635575321), ('arrow03', 0.541689907701334), ('right_curly_brace06', 0.5249666817173253), ('question_mark04', 0.5121965331719024), ('question_mark09', 0.5057301640716001), ('right_curly_brace08', 0.4906001931597961), ('arrow08', 0.4812859176309078), ('v05', 0.44071738702551544), ('v07', 0.4376016405546824), ('pigtail03', 0.4298315125789547), ('check06', 0.4148800768895521), ('star09', 0.4147131807490042), ('x02', 0.41410089201274525), ('x01', 0.3857855282742453), ('check10', 0.3753219199519725), ('left_curly_brace10', 0.3589885914484736), ('pigtail08', 0.357685533522787), ('star06', 0.3571634032038654), ('triangle07', 0.3436721135128976), ('triangle06', 0.3343662871531472), ('rectangle01', 0.326563140103154), ('rectangle10', 0.3088045445233121), ('left_sq_bracket01', 0.29436564192559045), ('left_curly_brace07', 0.28505616960442626), ('left_sq_bracket10', 0.25873766823298106), ('circle08', 0.2506540044878621), ('circle07', 0.22853656341089867)]"
2,left_curly_brace,1,2,32,"{'triangle06', 'triangle07', 'x01', 'x02', 'rectangle10', 'rectangle01', 'circle08', 'circle07', 'check10', 'check06', 'caret05', 'caret07', 'question_mark09', 'question_mark04', 'arrow08', 'arrow03', 'left_sq_bracket10', 'left_sq_bracket01', 'right_sq_bracket08', 'right_sq_bracket05', 'v05', 'v07', 'delete_mark03', 'delete_mark07', 'left_curly_brace07', 'left_curly_brace10', 'right_curly_brace06', 'right_curly_brace08', 'star06', 'star09', 'pigtail03', 'pigtail08'}",left_curly_brace08,check,0,0.8382808768973036,check10,"[('check10', 0.8382808768973036), ('left_sq_bracket01', 0.798609034000686), ('check06', 0.7922034344431548), ('left_curly_brace07', 0.7812076808465791), ('left_sq_bracket10', 0.7775895626979895), ('left_curly_brace10', 0.7482586659198096), ('question_mark04', 0.6702274628873954), ('v07', 0.6650462025046893), ('v05', 0.6507182959599696), ('rectangle01', 0.6490859170153813), ('rectangle10', 0.6456998059326935), ('circle08', 0.6014092790955986), ('triangle06', 0.5977211643060857), ('circle07', 0.5949841413186161), ('right_curly_brace06', 0.5779680167609087), ('triangle07', 0.5761009623589721), ('right_curly_brace08', 0.5719736776687274), ('right_sq_bracket05', 0.5590347516344163), ('right_sq_bracket08', 0.512543978039278), ('question_mark09', 0.497493459262799), ('x01', 0.4642608590541518), ('x02', 0.4491499868546882), ('arrow03', 0.44851949192565954), ('caret05', 0.43573313826245264), ('caret07', 0.42628726913718806), ('pigtail08', 0.4070257836331562), ('arrow08', 0.40153360379591985), ('star06', 0.3590640857737871), ('delete_mark07', 0.35397898522348503), ('delete_mark03', 0.35030340405281424), ('pigtail03', 0.3400148172981873), ('star09', 0.3220473977050473)]"
2,right_curly_brace,1,2,32,"{'triangle06', 'triangle07', 'x01', 'x02', 'rectangle10', 'rectangle01', 'circle08', 'circle07', 'check10', 'check06', 'caret05', 'caret07', 'question_mark09', 'question_mark04', 'arrow08', 'arrow03', 'left_sq_bracket10', 'left_sq_bracket01', 'right_sq_bracket08', 'right_sq_bracket05', 'v05', 'v07', 'delete_mark03', 'delete_mark07', 'left_curly_brace07', 'left_curly_brace10', 'right_curly_brace06', 'right_curly_brace08', 'star06', 'star09', 'pigtail03', 'pigtail08'}",right_curly_brace05,right_curly_brace,1,0.8543008177744232,right_curly_brace08,"[('right_curly_brace08', 0.8543008177744232), ('right_curly_brace06', 0.8499612002285722), ('right_sq_bracket05', 0.8184163902159731), ('right_sq_bracket08', 0.7839680663587667), ('question_mark04', 0.7500714471529496), ('caret07', 0.7154996716586719), ('check06', 0.7115988691029395), ('caret05', 0.6971716266792705), ('check10', 0.6790171834816768), ('left_curly_brace10', 0.641563177004053), ('question_mark09', 0.6292584951303755), ('arrow08', 0.6225138781466051), ('arrow03', 0.5836330822264962), ('left_curly_brace07', 0.548700602367064), ('left_sq_bracket01', 0.5146080655677933), ('pigtail03', 0.4925275591563649), ('delete_mark07', 0.4712625673303621), ('pigtail08', 0.469484803917091), ('delete_mark03', 0.4626452802953437), ('star06', 0.4503434986041628), ('left_sq_bracket10', 0.4425939136516399), ('v07', 0.4316802553803023), ('x02', 0.4217336716340534), ('x01', 0.4178793960762702), ('v05', 0.4054416232129131), ('rectangle01', 0.38592778473823863), ('rectangle10', 0.3787164026234813), ('star09', 0.36185668414086236), ('triangle06', 0.31469613923650386), ('circle08', 0.30972552443053947), ('circle07', 0.3095364854769469), ('triangle07', 0.29145957866630956)]"
2,star,1,2,32,"{'triangle06', 'triangle07', 'x01', 'x02', 'rectangle10', 'rectangle01', 'circle08', 'circle07', 'check10', 'check06', 'caret05', 'caret07', 'question_mark09', 'question_mark04', 'arrow08', 'arrow03', 'left_sq_bracket10', 'left_sq_bracket01', 'right_sq_bracket08', 'right_sq_bracket05', 'v05', 'v07', 'delete_mark03', 'delete_mark07', 'left_curly_brace07', 'left_curly_brace10', 'right_curly_brace06', 'right_curly_brace08', 'star06', 'star09', 'pigtail03', 'pigtail08'}",star05,star,1,0.8646468514888377,star09,"[('star09', 0.8646468514888377), ('star06', 0.8068527856070432), ('arrow08', 0.5744806459291742), ('arrow03', 0.5250488108945528), ('x01', 0.5117984118297063), ('x02', 0.5043522068219338), ('v07', 0.46255078640169167), ('delete_mark07', 0.4560754753665812), ('left_curly_brace07', 0.4489968043791335), ('v05', 0.4478989086266376), ('delete_mark03', 0.44712157905570915), ('triangle06', 0.42519060002901277), ('pigtail03', 0.41822485292055755), ('right_curly_brace08', 0.41575928073303803), ('check06', 0.40119426943698355), ('triangle07', 0.39715154831498944), ('check10', 0.39651193079052294), ('question_mark09', 0.3882029354303742), ('pigtail08', 0.38174957287835676), ('left_curly_brace10', 0.3785702293737311), ('right_curly_brace06', 0.3766827277797806), ('rectangle10', 0.36090413431302004), ('right_sq_bracket05', 0.35606071311142384), ('rectangle01', 0.3502267158414173), ('caret05', 0.3491595241085532), ('caret07', 0.34422825459818773), ('left_sq_bracket01', 0.32901975654722093), ('question_mark04', 0.32413504130446436), ('right_sq_bracket08', 0.3192203592883014), ('left_sq_bracket10', 0.2966480720465626), ('circle07', 0.2819697547400386), ('circle08', 0.27734738492955435)]"
2,pigtail,1,2,32,"{'triangle06', 'triangle07', 'x01', 'x02', 'rectangle10', 'rectangle01', 'circle08', 'circle07', 'check10', 'check06', 'caret05', 'caret07', 'question_mark09', 'question_mark04', 'arrow08', 'arrow03', 'left_sq_bracket10', 'left_sq_bracket01', 'right_sq_bracket08', 'right_sq_bracket05', 'v05', 'v07', 'delete_mark03', 'delete_mark07', 'left_curly_brace07', 'left_curly_brace10', 'right_curly_brace06', 'right_curly_brace08', 'star06', 'star09', 'pigtail03', 'pigtail08'}",pigtail09,pigtail,1,0.91062376691521,pigtail03,"[('pigtail03', 0.91062376691521), ('pigtail08', 0.8578222582983491), ('caret05', 0.7553812949893901), ('arrow08', 0.7280076244123539), ('x01', 0.7023929432463965), ('x02', 0.7010993536926102), ('caret07', 0.6977990830646409), ('question_mark09', 0.628538750421599), ('arrow03', 0.6165538638181176), ('right_curly_brace08', 0.5728757458918361), ('right_sq_bracket05', 0.5651117477983161), ('question_mark04', 0.5641715249243553), ('v05', 0.5510785554579289), ('v07', 0.5358142026907177), ('triangle07', 0.5247985707742255), ('right_curly_brace06', 0.5156194920787744), ('left_curly_brace10', 0.5108671937303738), ('triangle06', 0.5088514708603791), ('rectangle10', 0.5022269237894272), ('right_sq_bracket08', 0.49911052758913976), ('rectangle01', 0.46848524590871077), ('delete_mark03', 0.44054584454171963), ('check06', 0.43988380593565335), ('delete_mark07', 0.4387431260803686), ('check10', 0.43162732653300073), ('star06', 0.4307166583085579), ('circle08', 0.4237366230637213), ('left_curly_brace07', 0.4008830821694489), ('circle07', 0.3944470223414138), ('star09', 0.37197341130247685), ('left_sq_bracket01', 0.3555178761686272), ('left_sq_bracket10', 0.33124490925852124)]"
2,triangle,1,3,48,"{'triangle02', 'triangle05', 'triangle03', 'x07', 'x03', 'x05', 'rectangle01', 'rectangle02', 'rectangle10', 'circle08', 'circle03', 'circle01', 'check07', 'check08', 'check09', 'caret02', 'caret04', 'caret03', 'question_mark06', 'question_mark03', 'question_mark02', 'arrow04', 'arrow10', 'arrow09', 'left_sq_bracket09', 'left_sq_bracket07', 'left_sq_bracket06', 'right_sq_bracket10', 'right_sq_bracket08', 'right_sq_bracket04', 'v05', 'v06', 'v10', 'delete_mark08', 'delete_mark06', 'delete_mark04', 'left_curly_brace08', 'left_curly_brace04', 'left_curly_brace03', 'right_curly_brace10', 'right_curly_brace09', 'right_curly_brace06', 'star02', 'star05', 'star10', 'pigtail08', 'pigtail01', 'pigtail04'}",triangle09,triangle,1,0.9513312251304165,triangle03,"[('triangle03', 0.9513312251304165), ('triangle02', 0.9422306484156515), ('triangle05', 0.9235483615392044), ('rectangle10', 0.8253858740270723), ('rectangle01', 0.818741980464873), ('circle08', 0.817216258902689), ('circle03', 0.8142781452535836), ('rectangle02', 0.8034304146385406), ('circle01', 0.7965382843997466), ('left_sq_bracket09', 0.749401411664327), ('v05', 0.7233113378785175), ('v06', 0.7138670939404068), ('v10', 0.7070600845598642), ('left_sq_bracket07', 0.7054035618893141), ('left_sq_bracket06', 0.6917717988807894), ('x07', 0.6761199827549135), ('x03', 0.6675007370635517), ('x05', 0.6551461628362363), ('left_curly_brace03', 0.6358815948037922), ('left_curly_brace08', 0.5979780016449879), ('left_curly_brace04', 0.5865906138308619), ('check07', 0.5820617804981902), ('arrow04', 0.5651851914850957), ('pigtail08', 0.5647509895812863), ('pigtail04', 0.551965911981894), ('check08', 0.5512772268020595), ('arrow10', 0.5227236996985608), ('check09', 0.49939046556832856), ('arrow09', 0.4566669963227693), ('question_mark03', 0.43693661567408626), ('pigtail01', 0.43311290770437794), ('delete_mark04', 0.4177549692776966), ('question_mark02', 0.38356980874331204), ('star10', 0.37253644325094704), ('star05', 0.372268048327704), ('right_curly_brace10', 0.36142423280729663), ('question_mark06', 0.36084132480664277), ('star02', 0.3534633692311232), ('delete_mark08', 0.3308313060879604), ('delete_mark06', 0.3257686035479902), ('right_sq_bracket08', 0.31265837690643794), ('caret04', 0.3100082965148865), ('right_curly_brace09', 0.3073337571311274), ('right_sq_bracket04', 0.3067526004448837), ('right_curly_brace06', 0.3064771078252655), ('caret02', 0.2976545728592872), ('right_sq_bracket10', 0.293586586763221), ('caret03', 0.2791167312429649)]"
2,x,1,3,48,"{'triangle02', 'triangle05', 'triangle03', 'x07', 'x03', 'x05', 'rectangle01', 'rectangle02', 'rectangle10', 'circle08', 'circle03', 'circle01', 'check07', 'check08', 'check09', 'caret02', 'caret04', 'caret03', 'question_mark06', 'question_mark03', 'question_mark02', 'arrow04', 'arrow10', 'arrow09', 'left_sq_bracket09', 'left_sq_bracket07', 'left_sq_bracket06', 'right_sq_bracket10', 'right_sq_bracket08', 'right_sq_bracket04', 'v05', 'v06', 'v10', 'delete_mark08', 'delete_mark06', 'delete_mark04', 'left_curly_brace08', 'left_curly_brace04', 'left_curly_brace03', 'right_curly_brace10', 'right_curly_brace09', 'right_curly_brace06', 'star02', 'star05', 'star10', 'pigtail08', 'pigtail01', 'pigtail04'}",x10,x,1,0.8924561051631872,x05,"[('x05', 0.8924561051631872), ('x03', 0.8900261523064186), ('x07', 0.8818323016563782), ('pigtail04', 0.8075833661704233), ('pigtail08', 0.7993816264141927), ('triangle03', 0.6951247118409853), ('pigtail01', 0.6905564048701491), ('triangle05', 0.6866992429267116), ('triangle02', 0.680335701285399), ('arrow10', 0.6421294676354208), ('rectangle02', 0.6396562778717547), ('arrow09', 0.6322254901708547), ('rectangle10', 0.6218720882583453), ('rectangle01', 0.6072809533032861), ('arrow04', 0.6030006835267394), ('v10', 0.6006321987997978), ('v05', 0.5946179003280951), ('circle03', 0.5826482139987532), ('circle08', 0.5743589938116453), ('v06', 0.5697624747754833), ('circle01', 0.5544929497608057), ('caret02', 0.5401419578306608), ('left_sq_bracket09', 0.5335187438078522), ('caret03', 0.5261803382135116), ('caret04', 0.5158095876476987), ('question_mark03', 0.5099398962978918), ('left_sq_bracket06', 0.4919251060135761), ('left_curly_brace03', 0.49085755755205684), ('left_sq_bracket07', 0.4877621359017812), ('star05', 0.47966496681615056), ('delete_mark04', 0.47909805718488063), ('right_curly_brace09', 0.477252390342634), ('left_curly_brace04', 0.47376398532052866), ('star02', 0.4724134181942966), ('check07', 0.46119702558104403), ('question_mark06', 0.4533793684975973), ('left_curly_brace08', 0.44997323954898605), ('question_mark02', 0.4498415265249541), ('star10', 0.443864121288186), ('right_sq_bracket10', 0.43273854321880634), ('check08', 0.4094120154008073), ('right_curly_brace06', 0.40770437581252283), ('right_sq_bracket04', 0.40475168669340633), ('delete_mark06', 0.3961820158968944), ('delete_mark08', 0.3958189348851333), ('check09', 0.38151472454739166), ('right_sq_bracket08', 0.38053207418931456), ('right_curly_brace10', 0.3168394000852419)]"
